ts_ms,kind,id,sub,outcome,end_ms,latency_ms,detail
46095.13,CALL,W0-0,greet,v1,46395.66,300.53,"Hello, W0-0! (from greeter v1.0)"
46095.31,CALL,W1-0,greet,v1,46396.01,300.7,"Hello, W1-0! (from greeter v1.0)"
46095.43,CALL,W2-0,greet,v1,46395.97,300.54,"Hello, W2-0! (from greeter v1.0)"
46095.55,CALL,W3-0,greet,v1,46396.03,300.48,"Hello, W3-0! (from greeter v1.0)"
46095.68,CALL,W4-0,greet,v1,46396.06,300.39,"Hello, W4-0! (from greeter v1.0)"
46095.8,CALL,W5-0,greet,v1,46396.09,300.29,"Hello, W5-0! (from greeter v1.0)"
46095.92,CALL,W6-0,greet,v1,46396.51,300.59,"Hello, W6-0! (from greeter v1.0)"
46096.02,CALL,W7-0,greet,v1,46396.48,300.46,"Hello, W7-0! (from greeter v1.0)"
46406.04,CALL,W0-1,greet,v1,46706.68,300.64,"Hello, W0-1! (from greeter v1.0)"
46406.08,CALL,W4-1,greet,v1,46706.64,300.56,"Hello, W4-1! (from greeter v1.0)"
46406.54,CALL,W7-1,greet,v1,46707.22,300.68,"Hello, W7-1! (from greeter v1.0)"
46406.66,CALL,W6-1,greet,v1,46707.18,300.53,"Hello, W6-1! (from greeter v1.0)"
46407.19,CALL,W5-1,greet,v1,46708.0,300.8,"Hello, W5-1! (from greeter v1.0)"
46407.25,CALL,W3-1,greet,v1,46708.05,300.81,"Hello, W3-1! (from greeter v1.0)"
46407.26,CALL,W2-1,greet,v1,46707.95,300.68,"Hello, W2-1! (from greeter v1.0)"
46407.28,CALL,W1-1,greet,v1,46707.75,300.47,"Hello, W1-1! (from greeter v1.0)"
46696.67,CTRL,C0-0,UNLOAD,OK,46696.92,0.25,unload=True
46717.47,CALL,W0-2,greet,degraded,46717.48,0.01,[fallback] Service temporarily unavailable for W
46717.51,CALL,W4-2,greet,degraded,46717.53,0.01,[fallback] Service temporarily unavailable for W
46718.01,CALL,W6-2,greet,degraded,46718.02,0.02,[fallback] Service temporarily unavailable for W
46718.05,CALL,W7-2,greet,degraded,46718.06,0.01,[fallback] Service temporarily unavailable for W
46718.5,CALL,W1-2,greet,degraded,46718.53,0.04,[fallback] Service temporarily unavailable for W
46718.59,CALL,W2-2,greet,degraded,46718.68,0.09,[fallback] Service temporarily unavailable for W
46718.8,CALL,W5-2,greet,degraded,46718.82,0.02,[fallback] Service temporarily unavailable for W
46718.86,CALL,W3-2,greet,degraded,46718.86,0.01,[fallback] Service temporarily unavailable for W
46728.36,CALL,W0-3,greet,degraded,46728.44,0.08,[fallback] Service temporarily unavailable for W
46728.96,CALL,W1-3,greet,degraded,46728.98,0.02,[fallback] Service temporarily unavailable for W
46728.99,CALL,W3-3,greet,degraded,46729.01,0.01,[fallback] Service temporarily unavailable for W
46729.02,CALL,W4-3,greet,degraded,46729.03,0.01,[fallback] Service temporarily unavailable for W
46729.05,CALL,W5-3,greet,degraded,46729.06,0.01,[fallback] Service temporarily unavailable for W
46729.66,CALL,W6-3,greet,degraded,46729.67,0.01,[fallback] Service temporarily unavailable for W
46729.7,CALL,W7-3,greet,degraded,46729.71,0.01,[fallback] Service temporarily unavailable for W
46729.73,CALL,W2-3,greet,degraded,46729.74,0.01,[fallback] Service temporarily unavailable for W
46738.65,CALL,W0-4,greet,degraded,46738.66,0.01,[fallback] Service temporarily unavailable for W
46739.16,CALL,W4-4,greet,degraded,46739.21,0.06,[fallback] Service temporarily unavailable for W
46739.25,CALL,W5-4,greet,degraded,46739.26,0.01,[fallback] Service temporarily unavailable for W
46739.28,CALL,W3-4,greet,degraded,46739.29,0.01,[fallback] Service temporarily unavailable for W
46739.3,CALL,W1-4,greet,degraded,46739.31,0.01,[fallback] Service temporarily unavailable for W
46739.81,CALL,W2-4,greet,degraded,46739.82,0.01,[fallback] Service temporarily unavailable for W
46739.84,CALL,W6-4,greet,degraded,46739.86,0.01,[fallback] Service temporarily unavailable for W
46739.87,CALL,W7-4,greet,degraded,46739.89,0.01,[fallback] Service temporarily unavailable for W
46749.32,CALL,W0-5,greet,degraded,46749.35,0.02,[fallback] Service temporarily unavailable for W
46749.85,CALL,W1-5,greet,degraded,46749.87,0.02,[fallback] Service temporarily unavailable for W
46749.89,CALL,W5-5,greet,degraded,46749.9,0.01,[fallback] Service temporarily unavailable for W
46749.91,CALL,W3-5,greet,degraded,46749.92,0.01,[fallback] Service temporarily unavailable for W
46749.94,CALL,W4-5,greet,degraded,46749.95,0.01,[fallback] Service temporarily unavailable for W
46750.49,CALL,W2-5,greet,degraded,46750.5,0.01,[fallback] Service temporarily unavailable for W
46750.52,CALL,W6-5,greet,degraded,46750.53,0.01,[fallback] Service temporarily unavailable for W
46750.54,CALL,W7-5,greet,degraded,46750.55,0.01,[fallback] Service temporarily unavailable for W
46760.21,CALL,W0-6,greet,degraded,46760.22,0.01,[fallback] Service temporarily unavailable for W
46760.7,CALL,W1-6,greet,degraded,46760.72,0.02,[fallback] Service temporarily unavailable for W
46760.73,CALL,W4-6,greet,degraded,46760.74,0.01,[fallback] Service temporarily unavailable for W
46760.76,CALL,W3-6,greet,degraded,46760.77,0.01,[fallback] Service temporarily unavailable for W
46760.79,CALL,W5-6,greet,degraded,46760.8,0.01,[fallback] Service temporarily unavailable for W
46761.36,CALL,W7-6,greet,degraded,46761.37,0.01,[fallback] Service temporarily unavailable for W
46761.39,CALL,W2-6,greet,degraded,46761.4,0.01,[fallback] Service temporarily unavailable for W
46761.42,CALL,W6-6,greet,degraded,46761.43,0.01,[fallback] Service temporarily unavailable for W
46770.81,CALL,W0-7,greet,degraded,46770.83,0.02,[fallback] Service temporarily unavailable for W
46771.14,CALL,W4-7,greet,degraded,46771.2,0.05,[fallback] Service temporarily unavailable for W
46771.21,CALL,W3-7,greet,degraded,46771.23,0.01,[fallback] Service temporarily unavailable for W
46771.25,CALL,W1-7,greet,degraded,46771.27,0.02,[fallback] Service temporarily unavailable for W
46771.29,CALL,W5-7,greet,degraded,46771.3,0.01,[fallback] Service temporarily unavailable for W
46771.87,CALL,W6-7,greet,degraded,46771.99,0.11,[fallback] Service temporarily unavailable for W
46772.01,CALL,W7-7,greet,degraded,46772.02,0.01,[fallback] Service temporarily unavailable for W
46772.04,CALL,W2-7,greet,degraded,46772.06,0.01,[fallback] Service temporarily unavailable for W
46781.66,CALL,W0-8,greet,degraded,46781.67,0.01,[fallback] Service temporarily unavailable for W
46782.2,CALL,W1-8,greet,degraded,46782.21,0.01,[fallback] Service temporarily unavailable for W
46782.23,CALL,W3-8,greet,degraded,46782.24,0.01,[fallback] Service temporarily unavailable for W
46782.26,CALL,W5-8,greet,degraded,46782.27,0.01,[fallback] Service temporarily unavailable for W
46782.29,CALL,W4-8,greet,degraded,46782.3,0.01,[fallback] Service temporarily unavailable for W
46782.7,CALL,W6-8,greet,degraded,46782.72,0.03,[fallback] Service temporarily unavailable for W
46782.8,CALL,W7-8,greet,degraded,46782.82,0.02,[fallback] Service temporarily unavailable for W
46782.84,CALL,W2-8,greet,degraded,46782.85,0.01,[fallback] Service temporarily unavailable for W
46792.26,CALL,W0-9,greet,degraded,46792.28,0.01,[fallback] Service temporarily unavailable for W
46792.78,CALL,W1-9,greet,degraded,46792.83,0.05,[fallback] Service temporarily unavailable for W
46792.85,CALL,W4-9,greet,degraded,46792.86,0.01,[fallback] Service temporarily unavailable for W
46792.88,CALL,W5-9,greet,degraded,46792.89,0.01,[fallback] Service temporarily unavailable for W
46792.9,CALL,W3-9,greet,degraded,46792.92,0.01,[fallback] Service temporarily unavailable for W
46793.34,CALL,W7-9,greet,degraded,46793.51,0.17,[fallback] Service temporarily unavailable for W
46793.53,CALL,W6-9,greet,degraded,46793.55,0.01,[fallback] Service temporarily unavailable for W
46793.57,CALL,W2-9,greet,degraded,46793.58,0.01,[fallback] Service temporarily unavailable for W
46803.17,CALL,W0-10,greet,degraded,46803.18,0.01,[fallback] Service temporarily unavailable for W
46803.77,CALL,W1-10,greet,degraded,46803.8,0.03,[fallback] Service temporarily unavailable for W
46803.82,CALL,W4-10,greet,degraded,46803.83,0.01,[fallback] Service temporarily unavailable for W
46803.85,CALL,W3-10,greet,degraded,46803.86,0.01,[fallback] Service temporarily unavailable for W
46803.88,CALL,W5-10,greet,degraded,46803.89,0.01,[fallback] Service temporarily unavailable for W
46804.33,CALL,W2-10,greet,degraded,46804.36,0.02,[fallback] Service temporarily unavailable for W
46804.38,CALL,W6-10,greet,degraded,46804.39,0.01,[fallback] Service temporarily unavailable for W
46804.42,CALL,W7-10,greet,degraded,46804.43,0.01,[fallback] Service temporarily unavailable for W
46813.91,CALL,W0-11,greet,degraded,46813.94,0.03,[fallback] Service temporarily unavailable for W
46814.48,CALL,W1-11,greet,degraded,46814.51,0.03,[fallback] Service temporarily unavailable for W
46814.61,CALL,W4-11,greet,degraded,46814.65,0.03,[fallback] Service temporarily unavailable for W
46814.71,CALL,W5-11,greet,degraded,46814.84,0.12,[fallback] Service temporarily unavailable for W
46814.85,CALL,W3-11,greet,degraded,46814.86,0.01,[fallback] Service temporarily unavailable for W
46815.33,CALL,W7-11,greet,degraded,46815.34,0.01,[fallback] Service temporarily unavailable for W
46815.37,CALL,W2-11,greet,degraded,46815.38,0.02,[fallback] Service temporarily unavailable for W
46815.41,CALL,W6-11,greet,degraded,46815.42,0.01,[fallback] Service temporarily unavailable for W
46824.97,CALL,W0-12,greet,degraded,46824.98,0.01,[fallback] Service temporarily unavailable for W
46825.48,CALL,W1-12,greet,degraded,46825.52,0.04,[fallback] Service temporarily unavailable for W
46825.54,CALL,W3-12,greet,degraded,46825.55,0.01,[fallback] Service temporarily unavailable for W
46825.57,CALL,W5-12,greet,degraded,46825.58,0.01,[fallback] Service temporarily unavailable for W
46825.6,CALL,W4-12,greet,degraded,46825.62,0.01,[fallback] Service temporarily unavailable for W
46826.01,CALL,W6-12,greet,degraded,46826.05,0.03,[fallback] Service temporarily unavailable for W
46826.07,CALL,W2-12,greet,degraded,46826.09,0.02,[fallback] Service temporarily unavailable for W
46826.12,CALL,W7-12,greet,degraded,46826.13,0.01,[fallback] Service temporarily unavailable for W
46835.72,CALL,W1-13,greet,degraded,46835.74,0.02,[fallback] Service temporarily unavailable for W
46835.76,CALL,W4-13,greet,degraded,46835.77,0.01,[fallback] Service temporarily unavailable for W
46835.79,CALL,W5-13,greet,degraded,46835.8,0.01,[fallback] Service temporarily unavailable for W
46835.82,CALL,W3-13,greet,degraded,46835.84,0.01,[fallback] Service temporarily unavailable for W
46835.86,CALL,W0-13,greet,degraded,46835.88,0.01,[fallback] Service temporarily unavailable for W
46836.24,CALL,W7-13,greet,degraded,46836.27,0.03,[fallback] Service temporarily unavailable for W
46836.87,CALL,W2-13,greet,degraded,46836.88,0.01,[fallback] Service temporarily unavailable for W
46837.04,CALL,W6-13,greet,degraded,46837.05,0.01,[fallback] Service temporarily unavailable for W
46845.86,CALL,W1-14,greet,degraded,46845.88,0.02,[fallback] Service temporarily unavailable for W
46845.9,CALL,W3-14,greet,degraded,46845.91,0.01,[fallback] Service temporarily unavailable for W
46845.93,CALL,W5-14,greet,degraded,46845.94,0.01,[fallback] Service temporarily unavailable for W
46845.95,CALL,W0-14,greet,degraded,46845.96,0.01,[fallback] Service temporarily unavailable for W
46846.39,CALL,W7-14,greet,degraded,46846.4,0.01,[fallback] Service temporarily unavailable for W
46846.97,CALL,W4-14,greet,degraded,46847.0,0.03,[fallback] Service temporarily unavailable for W
46847.14,CALL,W6-14,greet,degraded,46847.15,0.01,[fallback] Service temporarily unavailable for W
46847.16,CALL,W2-14,greet,degraded,46847.17,0.01,[fallback] Service temporarily unavailable for W
46856.72,CALL,W0-15,greet,degraded,46856.73,0.01,[fallback] Service temporarily unavailable for W
46856.76,CALL,W1-15,greet,degraded,46856.76,0.0,[fallback] Service temporarily unavailable for W
46856.78,CALL,W3-15,greet,degraded,46856.79,0.01,[fallback] Service temporarily unavailable for W
46856.81,CALL,W5-15,greet,degraded,46856.82,0.01,[fallback] Service temporarily unavailable for W
46857.24,CALL,W7-15,greet,degraded,46857.26,0.02,[fallback] Service temporarily unavailable for W
46857.85,CALL,W2-15,greet,degraded,46857.86,0.01,[fallback] Service temporarily unavailable for W
46858.36,CALL,W4-15,greet,degraded,46858.37,0.01,[fallback] Service temporarily unavailable for W
46858.39,CALL,W6-15,greet,degraded,46858.4,0.01,[fallback] Service temporarily unavailable for W
46867.17,CALL,W1-16,greet,degraded,46867.2,0.04,[fallback] Service temporarily unavailable for W
46867.27,CALL,W0-16,greet,degraded,46867.28,0.01,[fallback] Service temporarily unavailable for W
46867.78,CALL,W3-16,greet,degraded,46867.8,0.02,[fallback] Service temporarily unavailable for W
46867.82,CALL,W7-16,greet,degraded,46867.83,0.01,[fallback] Service temporarily unavailable for W
46867.85,CALL,W5-16,greet,degraded,46867.86,0.01,[fallback] Service temporarily unavailable for W
46868.32,CALL,W2-16,greet,degraded,46868.36,0.04,[fallback] Service temporarily unavailable for W
46869.06,CALL,W4-16,greet,degraded,46869.07,0.01,[fallback] Service temporarily unavailable for W
46869.1,CALL,W6-16,greet,degraded,46869.1,0.01,[fallback] Service temporarily unavailable for W
46878.0,CALL,W1-17,greet,degraded,46878.04,0.04,[fallback] Service temporarily unavailable for W
46878.1,CALL,W0-17,greet,degraded,46878.13,0.03,[fallback] Service temporarily unavailable for W
46878.68,CALL,W5-17,greet,degraded,46878.7,0.01,[fallback] Service temporarily unavailable for W
46878.72,CALL,W7-17,greet,degraded,46878.72,0.01,[fallback] Service temporarily unavailable for W
46878.75,CALL,W3-17,greet,degraded,46878.76,0.01,[fallback] Service temporarily unavailable for W
46879.23,CALL,W2-17,greet,degraded,46879.24,0.01,[fallback] Service temporarily unavailable for W
46879.73,CALL,W6-17,greet,degraded,46879.74,0.01,[fallback] Service temporarily unavailable for W
46879.9,CALL,W4-17,greet,degraded,46879.91,0.02,[fallback] Service temporarily unavailable for W
46888.87,CALL,W1-18,greet,degraded,46888.88,0.01,[fallback] Service temporarily unavailable for W
46888.92,CALL,W0-18,greet,degraded,46888.93,0.01,[fallback] Service temporarily unavailable for W
46889.44,CALL,W3-18,greet,degraded,46889.45,0.01,[fallback] Service temporarily unavailable for W
46889.47,CALL,W5-18,greet,degraded,46889.48,0.01,[fallback] Service temporarily unavailable for W
46889.52,CALL,W7-18,greet,degraded,46889.53,0.01,[fallback] Service temporarily unavailable for W
46890.03,CALL,W2-18,greet,degraded,46890.04,0.01,[fallback] Service temporarily unavailable for W
46890.72,CALL,W4-18,greet,degraded,46890.73,0.01,[fallback] Service temporarily unavailable for W
46890.74,CALL,W6-18,greet,degraded,46890.76,0.01,[fallback] Service temporarily unavailable for W
46899.03,CALL,W1-19,greet,degraded,46899.07,0.04,[fallback] Service temporarily unavailable for W
46899.12,CALL,W0-19,greet,degraded,46899.12,0.01,[fallback] Service temporarily unavailable for W
46901.04,CALL,W2-19,greet,degraded,46901.05,0.01,[fallback] Service temporarily unavailable for W
46901.07,CALL,W7-19,greet,degraded,46901.08,0.01,[fallback] Service temporarily unavailable for W
46901.09,CALL,W6-19,greet,degraded,46901.1,0.01,[fallback] Service temporarily unavailable for W
46901.14,CALL,W5-19,greet,degraded,46901.15,0.01,[fallback] Service temporarily unavailable for W
46901.16,CALL,W3-19,greet,degraded,46901.18,0.01,[fallback] Service temporarily unavailable for W
46901.2,CALL,W4-19,greet,degraded,46901.21,0.01,[fallback] Service temporarily unavailable for W
46909.61,CALL,W1-20,greet,degraded,46909.63,0.02,[fallback] Service temporarily unavailable for W
46909.65,CALL,W0-20,greet,degraded,46909.66,0.01,[fallback] Service temporarily unavailable for W
46911.71,CALL,W4-20,greet,degraded,46911.73,0.01,[fallback] Service temporarily unavailable for W
46912.2,CALL,W3-20,greet,degraded,46912.24,0.04,[fallback] Service temporarily unavailable for W
46912.26,CALL,W6-20,greet,degraded,46912.27,0.01,[fallback] Service temporarily unavailable for W
46912.28,CALL,W7-20,greet,degraded,46912.3,0.01,[fallback] Service temporarily unavailable for W
46912.31,CALL,W5-20,greet,degraded,46912.32,0.01,[fallback] Service temporarily unavailable for W
46912.36,CALL,W2-20,greet,degraded,46912.37,0.01,[fallback] Service temporarily unavailable for W
46919.68,CALL,W1-21,greet,degraded,46919.7,0.02,[fallback] Service temporarily unavailable for W
46920.85,CALL,W0-21,greet,degraded,46920.86,0.01,[fallback] Service temporarily unavailable for W
46922.58,CALL,W4-21,greet,degraded,46922.59,0.01,[fallback] Service temporarily unavailable for W
46923.07,CALL,W2-21,greet,degraded,46923.11,0.03,[fallback] Service temporarily unavailable for W
46923.16,CALL,W6-21,greet,degraded,46923.24,0.08,[fallback] Service temporarily unavailable for W
46923.25,CALL,W3-21,greet,degraded,46923.27,0.01,[fallback] Service temporarily unavailable for W
46923.29,CALL,W5-21,greet,degraded,46923.3,0.01,[fallback] Service temporarily unavailable for W
46923.32,CALL,W7-21,greet,degraded,46923.33,0.01,[fallback] Service temporarily unavailable for W
46929.99,CALL,W1-22,greet,degraded,46930.01,0.02,[fallback] Service temporarily unavailable for W
46931.81,CALL,W0-22,greet,degraded,46931.82,0.01,[fallback] Service temporarily unavailable for W
46933.29,CALL,W4-22,greet,degraded,46933.3,0.01,[fallback] Service temporarily unavailable for W
46933.32,CALL,W3-22,greet,degraded,46933.33,0.01,[fallback] Service temporarily unavailable for W
46933.35,CALL,W2-22,greet,degraded,46933.36,0.01,[fallback] Service temporarily unavailable for W
46933.37,CALL,W5-22,greet,degraded,46933.38,0.01,[fallback] Service temporarily unavailable for W
46933.39,CALL,W7-22,greet,degraded,46933.4,0.01,[fallback] Service temporarily unavailable for W
46934.27,CALL,W6-22,greet,degraded,46934.28,0.01,[fallback] Service temporarily unavailable for W
46940.36,CALL,W1-23,greet,degraded,46940.4,0.05,[fallback] Service temporarily unavailable for W
46942.27,CALL,W0-23,greet,degraded,46942.29,0.02,[fallback] Service temporarily unavailable for W
46943.36,CALL,W4-23,greet,degraded,46943.37,0.01,[fallback] Service temporarily unavailable for W
46943.42,CALL,W7-23,greet,degraded,46943.46,0.04,[fallback] Service temporarily unavailable for W
46943.63,CALL,W5-23,greet,degraded,46943.63,0.01,[fallback] Service temporarily unavailable for W
46944.86,CALL,W3-23,greet,degraded,46944.89,0.02,[fallback] Service temporarily unavailable for W
46945.03,CALL,W2-23,greet,degraded,46945.06,0.03,[fallback] Service temporarily unavailable for W
46945.26,CALL,W6-23,greet,degraded,46945.29,0.02,[fallback] Service temporarily unavailable for W
46951.03,CALL,W1-24,greet,degraded,46951.04,0.01,[fallback] Service temporarily unavailable for W
46953.77,CALL,W5-24,greet,degraded,46953.78,0.01,[fallback] Service temporarily unavailable for W
46953.82,CALL,W4-24,greet,degraded,46953.83,0.01,[fallback] Service temporarily unavailable for W
46953.87,CALL,W0-24,greet,degraded,46953.88,0.01,[fallback] Service temporarily unavailable for W
46953.9,CALL,W7-24,greet,degraded,46953.91,0.01,[fallback] Service temporarily unavailable for W
46954.99,CALL,W3-24,greet,degraded,46955.02,0.03,[fallback] Service temporarily unavailable for W
46955.08,CALL,W2-24,greet,degraded,46955.1,0.01,[fallback] Service temporarily unavailable for W
46956.15,CALL,W6-24,greet,degraded,46956.16,0.02,[fallback] Service temporarily unavailable for W
46962.26,CALL,W1-25,greet,degraded,46962.28,0.01,[fallback] Service temporarily unavailable for W
46964.16,CALL,W7-25,greet,degraded,46964.18,0.01,[fallback] Service temporarily unavailable for W
46964.19,CALL,W0-25,greet,degraded,46964.2,0.01,[fallback] Service temporarily unavailable for W
46964.23,CALL,W5-25,greet,degraded,46964.24,0.0,[fallback] Service temporarily unavailable for W
46964.25,CALL,W4-25,greet,degraded,46964.26,0.01,[fallback] Service temporarily unavailable for W
46965.75,CALL,W3-25,greet,degraded,46965.76,0.01,[fallback] Service temporarily unavailable for W
46965.8,CALL,W2-25,greet,degraded,46965.8,0.01,[fallback] Service temporarily unavailable for W
46967.25,CALL,W6-25,greet,degraded,46967.27,0.02,[fallback] Service temporarily unavailable for W
46973.96,CALL,W1-26,greet,degraded,46973.97,0.01,[fallback] Service temporarily unavailable for W
46975.22,CALL,W7-26,greet,degraded,46975.25,0.03,[fallback] Service temporarily unavailable for W
46975.3,CALL,W0-26,greet,degraded,46975.37,0.08,[fallback] Service temporarily unavailable for W
46975.46,CALL,W4-26,greet,degraded,46975.47,0.01,[fallback] Service temporarily unavailable for W
46975.49,CALL,W5-26,greet,degraded,46975.5,0.0,[fallback] Service temporarily unavailable for W
46976.64,CALL,W2-26,greet,degraded,46976.65,0.01,[fallback] Service temporarily unavailable for W
46976.71,CALL,W3-26,greet,degraded,46976.72,0.01,[fallback] Service temporarily unavailable for W
46977.89,CALL,W6-26,greet,degraded,46977.9,0.01,[fallback] Service temporarily unavailable for W
46984.65,CALL,W1-27,greet,degraded,46984.65,0.01,[fallback] Service temporarily unavailable for W
46985.68,CALL,W0-27,greet,degraded,46985.72,0.04,[fallback] Service temporarily unavailable for W
46985.77,CALL,W7-27,greet,degraded,46985.81,0.04,[fallback] Service temporarily unavailable for W
46985.83,CALL,W5-27,greet,degraded,46985.85,0.02,[fallback] Service temporarily unavailable for W
46985.89,CALL,W4-27,greet,degraded,46985.9,0.01,[fallback] Service temporarily unavailable for W
46987.05,CALL,W2-27,greet,degraded,46987.06,0.01,[fallback] Service temporarily unavailable for W
46987.66,CALL,W3-27,greet,degraded,46987.67,0.02,[fallback] Service temporarily unavailable for W
46988.31,CALL,W6-27,greet,degraded,46988.33,0.01,[fallback] Service temporarily unavailable for W
46995.28,CALL,W1-28,greet,degraded,46995.3,0.01,[fallback] Service temporarily unavailable for W
46996.61,CALL,W5-28,greet,degraded,46996.62,0.01,[fallback] Service temporarily unavailable for W
46996.65,CALL,W7-28,greet,degraded,46996.66,0.01,[fallback] Service temporarily unavailable for W
46996.68,CALL,W4-28,greet,degraded,46996.69,0.01,[fallback] Service temporarily unavailable for W
46996.73,CALL,W0-28,greet,degraded,46996.74,0.01,[fallback] Service temporarily unavailable for W
46997.85,CALL,W2-28,greet,degraded,46997.86,0.01,[fallback] Service temporarily unavailable for W
46998.41,CALL,W3-28,greet,degraded,46998.43,0.01,[fallback] Service temporarily unavailable for W
46998.91,CALL,W6-28,greet,degraded,46998.94,0.03,[fallback] Service temporarily unavailable for W
47006.07,CALL,W1-29,greet,degraded,47006.08,0.01,[fallback] Service temporarily unavailable for W
47007.23,CALL,W7-29,greet,degraded,47007.24,0.01,[fallback] Service temporarily unavailable for W
47007.37,CALL,W4-29,greet,degraded,47007.38,0.01,[fallback] Service temporarily unavailable for W
47007.4,CALL,W0-29,greet,degraded,47007.41,0.01,[fallback] Service temporarily unavailable for W
47007.43,CALL,W5-29,greet,degraded,47007.44,0.01,[fallback] Service temporarily unavailable for W
47008.49,CALL,W2-29,greet,degraded,47008.5,0.01,[fallback] Service temporarily unavailable for W
47009.06,CALL,W6-29,greet,degraded,47009.07,0.01,[fallback] Service temporarily unavailable for W
47009.09,CALL,W3-29,greet,degraded,47009.09,0.01,[fallback] Service temporarily unavailable for W
47016.45,CALL,W1-30,greet,degraded,47016.46,0.01,[fallback] Service temporarily unavailable for W
47017.57,CALL,W0-30,greet,degraded,47017.6,0.03,[fallback] Service temporarily unavailable for W
47017.65,CALL,W4-30,greet,degraded,47017.66,0.01,[fallback] Service temporarily unavailable for W
47017.69,CALL,W5-30,greet,degraded,47017.69,0.01,[fallback] Service temporarily unavailable for W
47018.12,CALL,W7-30,greet,degraded,47018.15,0.03,[fallback] Service temporarily unavailable for W
47018.79,CALL,W2-30,greet,degraded,47018.81,0.02,[fallback] Service temporarily unavailable for W
47019.92,CALL,W6-30,greet,degraded,47020.04,0.11,[fallback] Service temporarily unavailable for W
47020.05,CALL,W3-30,greet,degraded,47020.07,0.01,[fallback] Service temporarily unavailable for W
47027.82,CALL,W1-31,greet,degraded,47027.83,0.01,[fallback] Service temporarily unavailable for W
47027.84,CALL,W5-31,greet,degraded,47027.85,0.01,[fallback] Service temporarily unavailable for W
47028.28,CALL,W4-31,greet,degraded,47028.32,0.04,[fallback] Service temporarily unavailable for W
47028.34,CALL,W0-31,greet,degraded,47028.34,0.01,[fallback] Service temporarily unavailable for W
47028.36,CALL,W7-31,greet,degraded,47028.37,0.01,[fallback] Service temporarily unavailable for W
47029.35,CALL,W2-31,greet,degraded,47029.35,0.01,[fallback] Service temporarily unavailable for W
47030.51,CALL,W6-31,greet,degraded,47030.6,0.09,[fallback] Service temporarily unavailable for W
47030.63,CALL,W3-31,greet,degraded,47030.65,0.01,[fallback] Service temporarily unavailable for W
47038.07,CALL,W5-32,greet,degraded,47038.09,0.02,[fallback] Service temporarily unavailable for W
47038.14,CALL,W1-32,greet,degraded,47038.15,0.01,[fallback] Service temporarily unavailable for W
47038.58,CALL,W0-32,greet,degraded,47038.62,0.04,[fallback] Service temporarily unavailable for W
47038.71,CALL,W7-32,greet,degraded,47038.73,0.01,[fallback] Service temporarily unavailable for W
47038.74,CALL,W4-32,greet,degraded,47038.76,0.01,[fallback] Service temporarily unavailable for W
47039.61,CALL,W2-32,greet,degraded,47039.62,0.01,[fallback] Service temporarily unavailable for W
47041.2,CALL,W3-32,greet,degraded,47041.21,0.02,[fallback] Service temporarily unavailable for W
47041.26,CALL,W6-32,greet,degraded,47041.27,0.01,[fallback] Service temporarily unavailable for W
47048.57,CALL,W5-33,greet,degraded,47048.59,0.02,[fallback] Service temporarily unavailable for W
47048.63,CALL,W1-33,greet,degraded,47048.64,0.01,[fallback] Service temporarily unavailable for W
47049.09,CALL,W4-33,greet,degraded,47049.14,0.04,[fallback] Service temporarily unavailable for W
47049.15,CALL,W0-33,greet,degraded,47049.17,0.01,[fallback] Service temporarily unavailable for W
47049.18,CALL,W7-33,greet,degraded,47049.19,0.01,[fallback] Service temporarily unavailable for W
47049.88,CALL,W2-33,greet,degraded,47049.89,0.01,[fallback] Service temporarily unavailable for W
47052.2,CALL,W3-33,greet,degraded,47052.21,0.01,[fallback] Service temporarily unavailable for W
47052.25,CALL,W6-33,greet,degraded,47052.27,0.01,[fallback] Service temporarily unavailable for W
47059.21,CALL,W4-34,greet,degraded,47059.22,0.01,[fallback] Service temporarily unavailable for W
47059.24,CALL,W7-34,greet,degraded,47059.26,0.02,[fallback] Service temporarily unavailable for W
47059.73,CALL,W1-34,greet,degraded,47059.74,0.02,[fallback] Service temporarily unavailable for W
47059.76,CALL,W5-34,greet,degraded,47059.77,0.01,[fallback] Service temporarily unavailable for W
47060.24,CALL,W0-34,greet,degraded,47060.3,0.06,[fallback] Service temporarily unavailable for W
47060.94,CALL,W2-34,greet,degraded,47060.95,0.01,[fallback] Service temporarily unavailable for W
47063.4,CALL,W6-34,greet,degraded,47063.41,0.01,[fallback] Service temporarily unavailable for W
47063.45,CALL,W3-34,greet,degraded,47063.47,0.01,[fallback] Service temporarily unavailable for W
47070.08,CALL,W5-35,greet,degraded,47070.1,0.02,[fallback] Service temporarily unavailable for W
47070.13,CALL,W7-35,greet,degraded,47070.14,0.01,[fallback] Service temporarily unavailable for W
47070.15,CALL,W4-35,greet,degraded,47070.16,0.01,[fallback] Service temporarily unavailable for W
47070.61,CALL,W0-35,greet,degraded,47070.62,0.01,[fallback] Service temporarily unavailable for W
47070.64,CALL,W1-35,greet,degraded,47070.65,0.01,[fallback] Service temporarily unavailable for W
47071.17,CALL,W2-35,greet,degraded,47071.25,0.08,[fallback] Service temporarily unavailable for W
47073.59,CALL,W6-35,greet,degraded,47073.6,0.01,[fallback] Service temporarily unavailable for W
47074.24,CALL,W3-35,greet,degraded,47074.25,0.01,[fallback] Service temporarily unavailable for W
47080.18,CALL,W5-36,greet,degraded,47080.19,0.01,[fallback] Service temporarily unavailable for W
